(venv) athul@athul-Lenovo-YOGA-720-13IKB:~/Documents/Codes/AMAT/examples/acta-astronautica/uranus-orbiter-probe$ python3 08-performance-analysis-prd.py
RUN #: 1, SAMPLE #: 110, EFPA: -11.49, SIGMA: -1.41, LD: 0.24, APO : 562018.63
RUN #: 1686, SAMPLE #: 20, EFPA: -11.80, SIGMA: 0.33, LD: 0.26, APO : 519840.44
RUN #: 1687, SAMPLE #: 109, EFPA: -11.67, SIGMA: 0.42, LD: 0.24, APO : 545825.88
RUN #: 1688, SAMPLE #: 137, EFPA: -11.76, SIGMA: -0.76, LD: 0.23, APO : 589183.44
RUN #: 1689, SAMPLE #: 70, EFPA: -11.61, SIGMA: -1.58, LD: 0.24, APO : 514291.34
RUN #: 1690, SAMPLE #: 133, EFPA: -11.74, SIGMA: 1.47, LD: 0.24, APO : 484867.75
RUN #: 1691, SAMPLE #: 167, EFPA: -11.69, SIGMA: 1.85, LD: 0.25, APO : 536985.82
RUN #: 1692, SAMPLE #: 136, EFPA: -11.78, SIGMA: -0.61, LD: 0.25, APO : 486894.10
RUN #: 1693, SAMPLE #: 190, EFPA: -11.66, SIGMA: -0.93, LD: 0.22, APO : 471399.74
RUN #: 1694, SAMPLE #: 186, EFPA: -11.62, SIGMA: 1.59, LD: 0.26, APO : 548722.18
RUN #: 1695, SAMPLE #: 28, EFPA: -11.75, SIGMA: 0.96, LD: 0.25, APO : 528027.62
RUN #: 1696, SAMPLE #: 199, EFPA: -11.79, SIGMA: 1.02, LD: 0.25, APO : 511135.67
RUN #: 1697, SAMPLE #: 154, EFPA: -11.69, SIGMA: 2.00, LD: 0.24, APO : 553255.91
RUN #: 1698, SAMPLE #: 119, EFPA: -11.64, SIGMA: -1.22, LD: 0.24, APO : 474919.47
RUN #: 1699, SAMPLE #: 45, EFPA: -11.66, SIGMA: 1.38, LD: 0.24, APO : 530171.29
RUN #: 1700, SAMPLE #: 172, EFPA: -11.73, SIGMA: 1.88, LD: 0.24, APO : 528842.23
RUN #: 1701, SAMPLE #: 110, EFPA: -11.76, SIGMA: 1.75, LD: 0.22, APO : 505389.16
RUN #: 1702, SAMPLE #: 1, EFPA: -11.63, SIGMA: -0.34, LD: 0.24, APO : 544384.32
RUN #: 1703, SAMPLE #: 56, EFPA: -11.87, SIGMA: 0.36, LD: 0.24, APO : 497046.05
RUN #: 1704, SAMPLE #: 127, EFPA: -11.70, SIGMA: 1.28, LD: 0.24, APO : 511041.64
RUN #: 1705, SAMPLE #: 98, EFPA: -11.74, SIGMA: 0.78, LD: 0.23, APO : 532626.44
RUN #: 1706, SAMPLE #: 66, EFPA: -11.72, SIGMA: 1.27, LD: 0.24, APO : 540752.53
RUN #: 1707, SAMPLE #: 112, EFPA: -11.58, SIGMA: 0.18, LD: 0.24, APO : 500122.19
RUN #: 1708, SAMPLE #: 186, EFPA: -11.67, SIGMA: 0.15, LD: 0.24, APO : 535567.59
RUN #: 1709, SAMPLE #: 57, EFPA: -11.72, SIGMA: 0.46, LD: 0.24, APO : 525549.70
RUN #: 1710, SAMPLE #: 174, EFPA: -11.56, SIGMA: -1.59, LD: 0.23, APO : 541617.63
RUN #: 1711, SAMPLE #: 41, EFPA: -11.81, SIGMA: -1.06, LD: 0.26, APO : 473021.72
RUN #: 1712, SAMPLE #: 157, EFPA: -11.66, SIGMA: -0.43, LD: 0.26, APO : 547631.33
RUN #: 1713, SAMPLE #: 190, EFPA: -11.63, SIGMA: -2.14, LD: 0.23, APO : 492919.45
RUN #: 1714, SAMPLE #: 98, EFPA: -11.69, SIGMA: -1.03, LD: 0.26, APO : 515393.57
RUN #: 1715, SAMPLE #: 187, EFPA: -11.43, SIGMA: -0.41, LD: 0.22, APO : 529470.29
RUN #: 1716, SAMPLE #: 52, EFPA: -11.67, SIGMA: -0.25, LD: 0.23, APO : 470725.67
RUN #: 1717, SAMPLE #: 82, EFPA: -11.48, SIGMA: -0.30, LD: 0.24, APO : 575863.70
RUN #: 1718, SAMPLE #: 77, EFPA: -11.68, SIGMA: -1.60, LD: 0.24, APO : 537695.47
RUN #: 1719, SAMPLE #: 41, EFPA: -11.44, SIGMA: 1.26, LD: 0.27, APO : 486462.03
RUN #: 1720, SAMPLE #: 24, EFPA: -11.65, SIGMA: 0.42, LD: 0.25, APO : 526994.43
RUN #: 1721, SAMPLE #: 149, EFPA: -11.64, SIGMA: -0.08, LD: 0.24, APO : 498541.12
RUN #: 1722, SAMPLE #: 81, EFPA: -11.60, SIGMA: 1.05, LD: 0.26, APO : 499430.45
RUN #: 1723, SAMPLE #: 2, EFPA: -11.81, SIGMA: 2.37, LD: 0.25, APO : 528046.53
RUN #: 1724, SAMPLE #: 51, EFPA: -11.59, SIGMA: -0.85, LD: 0.25, APO : 501445.51
RUN #: 1725, SAMPLE #: 6, EFPA: -11.83, SIGMA: 0.76, LD: 0.23, APO : 474118.49
RUN #: 1726, SAMPLE #: 118, EFPA: -11.65, SIGMA: -1.79, LD: 0.23, APO : 518255.57
RUN #: 1727, SAMPLE #: 11, EFPA: -11.78, SIGMA: -0.02, LD: 0.23, APO : 524614.48
RUN #: 1728, SAMPLE #: 98, EFPA: -11.74, SIGMA: -1.05, LD: 0.25, APO : 531450.48
RUN #: 1729, SAMPLE #: 12, EFPA: -11.75, SIGMA: 1.85, LD: 0.23, APO : 509142.97
RUN #: 1730, SAMPLE #: 165, EFPA: -11.71, SIGMA: -0.76, LD: 0.27, APO : 547930.49
RUN #: 1731, SAMPLE #: 86, EFPA: -11.70, SIGMA: 0.25, LD: 0.22, APO : 508056.92
RUN #: 1732, SAMPLE #: 100, EFPA: -11.69, SIGMA: -0.41, LD: 0.24, APO : 542720.65
RUN #: 1733, SAMPLE #: 114, EFPA: -11.78, SIGMA: 1.49, LD: 0.25, APO : 532336.12
RUN #: 1734, SAMPLE #: 12, EFPA: -11.83, SIGMA: 0.54, LD: 0.24, APO : 574840.89
RUN #: 1735, SAMPLE #: 158, EFPA: -11.72, SIGMA: -0.19, LD: 0.24, APO : 581101.84
RUN #: 1736, SAMPLE #: 108, EFPA: -11.61, SIGMA: -1.47, LD: 0.23, APO : 498584.38
RUN #: 1737, SAMPLE #: 183, EFPA: -11.72, SIGMA: 0.16, LD: 0.24, APO : 521213.10
RUN #: 1738, SAMPLE #: 75, EFPA: -11.57, SIGMA: 2.63, LD: 0.23, APO : 496245.09
RUN #: 1739, SAMPLE #: 5, EFPA: -11.65, SIGMA: -0.84, LD: 0.22, APO : 489958.99
RUN #: 1740, SAMPLE #: 119, EFPA: -11.62, SIGMA: 0.66, LD: 0.24, APO : 476715.94
RUN #: 1741, SAMPLE #: 191, EFPA: -11.67, SIGMA: 0.97, LD: 0.24, APO : 480818.13
RUN #: 1742, SAMPLE #: 6, EFPA: -11.64, SIGMA: -0.20, LD: 0.23, APO : 499433.02
RUN #: 1743, SAMPLE #: 129, EFPA: -11.81, SIGMA: 1.29, LD: 0.24, APO : 521942.04
RUN #: 1744, SAMPLE #: 75, EFPA: -11.65, SIGMA: 0.18, LD: 0.22, APO : 490301.58
RUN #: 1745, SAMPLE #: 11, EFPA: -11.67, SIGMA: -1.01, LD: 0.27, APO : 511706.96
RUN #: 1746, SAMPLE #: 139, EFPA: -11.71, SIGMA: -1.75, LD: 0.24, APO : 576404.12
RUN #: 1747, SAMPLE #: 150, EFPA: -11.62, SIGMA: -0.81, LD: 0.24, APO : 513592.42
RUN #: 1748, SAMPLE #: 32, EFPA: -11.66, SIGMA: 0.02, LD: 0.24, APO : 499062.72
RUN #: 1749, SAMPLE #: 31, EFPA: -11.72, SIGMA: -0.95, LD: 0.25, APO : 529189.61
RUN #: 1750, SAMPLE #: 5, EFPA: -11.59, SIGMA: 1.98, LD: 0.24, APO : 499350.85
RUN #: 1751, SAMPLE #: 179, EFPA: -12.03, SIGMA: 0.26, LD: 0.25, APO : 515616.24
RUN #: 1752, SAMPLE #: 72, EFPA: -11.53, SIGMA: -0.34, LD: 0.21, APO : 533330.58
RUN #: 1753, SAMPLE #: 60, EFPA: -11.77, SIGMA: 0.19, LD: 0.23, APO : 503601.62
RUN #: 1754, SAMPLE #: 29, EFPA: -11.87, SIGMA: 1.00, LD: 0.23, APO : 515542.00
RUN #: 1755, SAMPLE #: 97, EFPA: -11.56, SIGMA: 0.74, LD: 0.23, APO : 528368.54
RUN #: 1756, SAMPLE #: 59, EFPA: -11.84, SIGMA: -0.13, LD: 0.25, APO : 557052.15
RUN #: 1757, SAMPLE #: 79, EFPA: -11.70, SIGMA: -2.15, LD: 0.24, APO : 495492.72
RUN #: 1758, SAMPLE #: 17, EFPA: -11.71, SIGMA: 2.81, LD: 0.24, APO : 513850.49
RUN #: 1759, SAMPLE #: 125, EFPA: -11.73, SIGMA: 2.21, LD: 0.23, APO : 578353.34
RUN #: 1760, SAMPLE #: 18, EFPA: -11.68, SIGMA: 2.13, LD: 0.24, APO : 511387.33
RUN #: 1761, SAMPLE #: 153, EFPA: -11.82, SIGMA: 0.12, LD: 0.25, APO : 506802.09
RUN #: 1762, SAMPLE #: 50, EFPA: -11.63, SIGMA: -0.70, LD: 0.23, APO : 539782.46
RUN #: 1763, SAMPLE #: 165, EFPA: -11.69, SIGMA: -1.88, LD: 0.25, APO : 508169.43
RUN #: 1764, SAMPLE #: 40, EFPA: -11.72, SIGMA: -1.13, LD: 0.24, APO : 491069.53
RUN #: 1765, SAMPLE #: 150, EFPA: -11.84, SIGMA: 0.38, LD: 0.26, APO : 536030.90
RUN #: 1766, SAMPLE #: 15, EFPA: -11.52, SIGMA: 0.14, LD: 0.23, APO : 537329.52
RUN #: 1767, SAMPLE #: 79, EFPA: -11.64, SIGMA: 0.02, LD: 0.25, APO : 553974.35
RUN #: 1768, SAMPLE #: 136, EFPA: -11.53, SIGMA: 0.69, LD: 0.24, APO : 491437.91
RUN #: 1769, SAMPLE #: 79, EFPA: -11.78, SIGMA: 0.60, LD: 0.23, APO : 573352.44
RUN #: 1770, SAMPLE #: 129, EFPA: -11.80, SIGMA: -0.26, LD: 0.26, APO : 547233.19
RUN #: 1771, SAMPLE #: 93, EFPA: -11.62, SIGMA: -0.82, LD: 0.23, APO : 550764.39
RUN #: 1772, SAMPLE #: 78, EFPA: -11.75, SIGMA: 0.34, LD: 0.24, APO : 494305.73
RUN #: 1773, SAMPLE #: 59, EFPA: -11.81, SIGMA: -1.07, LD: 0.23, APO : 509863.70
RUN #: 1774, SAMPLE #: 23, EFPA: -11.73, SIGMA: -0.60, LD: 0.24, APO : 577291.77
RUN #: 1775, SAMPLE #: 44, EFPA: -11.75, SIGMA: 0.60, LD: 0.23, APO : 522279.71
RUN #: 1776, SAMPLE #: 200, EFPA: -11.67, SIGMA: -0.62, LD: 0.23, APO : 450484.11
RUN #: 1777, SAMPLE #: 173, EFPA: -11.69, SIGMA: -2.26, LD: 0.26, APO : 500434.63
RUN #: 1778, SAMPLE #: 67, EFPA: -11.56, SIGMA: -1.25, LD: 0.22, APO : 528816.99
RUN #: 1779, SAMPLE #: 90, EFPA: -11.70, SIGMA: -0.64, LD: 0.25, APO : 501200.09
RUN #: 1780, SAMPLE #: 121, EFPA: -11.71, SIGMA: -0.86, LD: 0.22, APO : 563030.27
RUN #: 1781, SAMPLE #: 82, EFPA: -11.63, SIGMA: -0.57, LD: 0.22, APO : 492642.21
RUN #: 1782, SAMPLE #: 125, EFPA: -11.64, SIGMA: -0.35, LD: 0.24, APO : 563899.18
RUN #: 1783, SAMPLE #: 200, EFPA: -11.65, SIGMA: -0.08, LD: 0.24, APO : 512744.43
RUN #: 1784, SAMPLE #: 102, EFPA: -11.63, SIGMA: -1.48, LD: 0.25, APO : 526109.25
RUN #: 1785, SAMPLE #: 172, EFPA: -11.68, SIGMA: 0.72, LD: 0.22, APO : 513007.00
RUN #: 1786, SAMPLE #: 28, EFPA: -11.47, SIGMA: 0.76, LD: 0.25, APO : 492909.80
RUN #: 1787, SAMPLE #: 58, EFPA: -11.58, SIGMA: -0.47, LD: 0.24, APO : 494634.51
RUN #: 1788, SAMPLE #: 161, EFPA: -11.58, SIGMA: -0.22, LD: 0.24, APO : 525989.90
RUN #: 1789, SAMPLE #: 163, EFPA: -11.64, SIGMA: 0.91, LD: 0.24, APO : 548114.11
RUN #: 1790, SAMPLE #: 36, EFPA: -11.64, SIGMA: -2.01, LD: 0.23, APO : 535031.31
RUN #: 1791, SAMPLE #: 29, EFPA: -11.80, SIGMA: 0.76, LD: 0.23, APO : 557515.43
RUN #: 1792, SAMPLE #: 14, EFPA: -11.67, SIGMA: -0.23, LD: 0.23, APO : 543303.24
RUN #: 1793, SAMPLE #: 117, EFPA: -11.82, SIGMA: 2.59, LD: 0.26, APO : 513598.94
RUN #: 1794, SAMPLE #: 156, EFPA: -11.61, SIGMA: 0.17, LD: 0.24, APO : 519256.94
RUN #: 1795, SAMPLE #: 46, EFPA: -11.57, SIGMA: 2.58, LD: 0.25, APO : 507778.96
RUN #: 1796, SAMPLE #: 133, EFPA: -11.64, SIGMA: 1.63, LD: 0.25, APO : 480897.95
RUN #: 1797, SAMPLE #: 53, EFPA: -11.69, SIGMA: 0.02, LD: 0.24, APO : 496131.26
RUN #: 1798, SAMPLE #: 9, EFPA: -11.75, SIGMA: -0.82, LD: 0.24, APO : 563065.13
RUN #: 1799, SAMPLE #: 109, EFPA: -11.50, SIGMA: 1.64, LD: 0.26, APO : 510648.93
RUN #: 1800, SAMPLE #: 14, EFPA: -11.74, SIGMA: 0.43, LD: 0.26, APO : 489141.85
RUN #: 1801, SAMPLE #: 31, EFPA: -11.44, SIGMA: 1.12, LD: 0.25, APO : 485445.45
RUN #: 1802, SAMPLE #: 63, EFPA: -11.56, SIGMA: -1.57, LD: 0.24, APO : 509868.36
RUN #: 1803, SAMPLE #: 88, EFPA: -11.63, SIGMA: -1.39, LD: 0.22, APO : 544483.70
RUN #: 1804, SAMPLE #: 96, EFPA: -11.91, SIGMA: -0.89, LD: 0.25, APO : 479071.28
RUN #: 1805, SAMPLE #: 190, EFPA: -11.81, SIGMA: 0.95, LD: 0.24, APO : 503240.83
RUN #: 1806, SAMPLE #: 145, EFPA: -11.62, SIGMA: 0.80, LD: 0.26, APO : 571943.41
RUN #: 1807, SAMPLE #: 189, EFPA: -11.78, SIGMA: -0.55, LD: 0.22, APO : 483448.83
RUN #: 1808, SAMPLE #: 43, EFPA: -11.68, SIGMA: 1.40, LD: 0.26, APO : 551597.33
RUN #: 1809, SAMPLE #: 169, EFPA: -11.62, SIGMA: 0.01, LD: 0.25, APO : 507560.78
RUN #: 1810, SAMPLE #: 101, EFPA: -11.68, SIGMA: -1.75, LD: 0.24, APO : 482959.38
RUN #: 1811, SAMPLE #: 79, EFPA: -11.54, SIGMA: -0.01, LD: 0.25, APO : 506390.18
RUN #: 1812, SAMPLE #: 136, EFPA: -11.58, SIGMA: 0.50, LD: 0.25, APO : 525140.12
RUN #: 1813, SAMPLE #: 70, EFPA: -11.81, SIGMA: 1.60, LD: 0.24, APO : 521881.73
RUN #: 1814, SAMPLE #: 164, EFPA: -11.72, SIGMA: 0.28, LD: 0.23, APO : 547191.48
RUN #: 1815, SAMPLE #: 19, EFPA: -11.75, SIGMA: -0.12, LD: 0.23, APO : 465779.19
RUN #: 1816, SAMPLE #: 157, EFPA: -11.62, SIGMA: 0.69, LD: 0.25, APO : 479537.26
RUN #: 1817, SAMPLE #: 78, EFPA: -11.55, SIGMA: -0.86, LD: 0.26, APO : 533819.19
RUN #: 1818, SAMPLE #: 86, EFPA: -11.75, SIGMA: -1.01, LD: 0.25, APO : 542908.02
RUN #: 1819, SAMPLE #: 139, EFPA: -11.89, SIGMA: 0.13, LD: 0.25, APO : 495792.84
RUN #: 1820, SAMPLE #: 30, EFPA: -11.79, SIGMA: 1.06, LD: 0.22, APO : 484796.01
RUN #: 1821, SAMPLE #: 111, EFPA: -11.62, SIGMA: 1.09, LD: 0.25, APO : 509864.25
RUN #: 1822, SAMPLE #: 133, EFPA: -11.84, SIGMA: -0.60, LD: 0.23, APO : 519831.53
RUN #: 1823, SAMPLE #: 124, EFPA: -11.67, SIGMA: 0.27, LD: 0.23, APO : 549384.79
RUN #: 1824, SAMPLE #: 33, EFPA: -11.78, SIGMA: -0.61, LD: 0.24, APO : 555313.41
RUN #: 1825, SAMPLE #: 50, EFPA: -11.75, SIGMA: 0.77, LD: 0.24, APO : 534705.61
RUN #: 1826, SAMPLE #: 63, EFPA: -11.53, SIGMA: -1.09, LD: 0.23, APO : 473156.68
RUN #: 1827, SAMPLE #: 75, EFPA: -11.70, SIGMA: -0.93, LD: 0.23, APO : 529171.97
RUN #: 1828, SAMPLE #: 89, EFPA: -11.69, SIGMA: -0.25, LD: 0.25, APO : 542067.81
RUN #: 1829, SAMPLE #: 161, EFPA: -11.64, SIGMA: -0.58, LD: 0.26, APO : 521068.92
RUN #: 1830, SAMPLE #: 163, EFPA: -11.93, SIGMA: -0.13, LD: 0.24, APO : 530006.19
RUN #: 1831, SAMPLE #: 164, EFPA: -11.50, SIGMA: 0.41, LD: 0.27, APO : 615962.83
RUN #: 1832, SAMPLE #: 10, EFPA: -11.79, SIGMA: -0.31, LD: 0.26, APO : 473943.92
RUN #: 1833, SAMPLE #: 114, EFPA: -11.79, SIGMA: 0.61, LD: 0.25, APO : 499835.68
RUN #: 1834, SAMPLE #: 98, EFPA: -11.79, SIGMA: 0.84, LD: 0.26, APO : 534035.50
RUN #: 1835, SAMPLE #: 91, EFPA: -11.71, SIGMA: -0.75, LD: 0.24, APO : 524852.62
RUN #: 1836, SAMPLE #: 67, EFPA: -11.60, SIGMA: 1.68, LD: 0.26, APO : 541793.08
RUN #: 1837, SAMPLE #: 116, EFPA: -11.63, SIGMA: 0.08, LD: 0.24, APO : 494823.22
RUN #: 1838, SAMPLE #: 72, EFPA: -11.63, SIGMA: -0.77, LD: 0.23, APO : 557597.39
RUN #: 1839, SAMPLE #: 125, EFPA: -11.65, SIGMA: -1.27, LD: 0.23, APO : 554612.49
RUN #: 1840, SAMPLE #: 119, EFPA: -11.52, SIGMA: -1.19, LD: 0.24, APO : 578958.73
RUN #: 1841, SAMPLE #: 90, EFPA: -11.73, SIGMA: -0.62, LD: 0.25, APO : 477248.14
RUN #: 1842, SAMPLE #: 126, EFPA: -11.80, SIGMA: 0.33, LD: 0.25, APO : 516232.54
RUN #: 1843, SAMPLE #: 121, EFPA: -11.68, SIGMA: -0.40, LD: 0.23, APO : 549366.06
RUN #: 1844, SAMPLE #: 180, EFPA: -11.75, SIGMA: -0.79, LD: 0.26, APO : 541320.02
RUN #: 1845, SAMPLE #: 174, EFPA: -11.55, SIGMA: -1.33, LD: 0.24, APO : 470902.76
RUN #: 1846, SAMPLE #: 79, EFPA: -11.57, SIGMA: -0.14, LD: 0.26, APO : 534873.62
RUN #: 1847, SAMPLE #: 80, EFPA: -11.70, SIGMA: -0.50, LD: 0.25, APO : 526148.36
RUN #: 1848, SAMPLE #: 4, EFPA: -11.70, SIGMA: -0.70, LD: 0.26, APO : 532405.48
RUN #: 1849, SAMPLE #: 96, EFPA: -11.72, SIGMA: -1.24, LD: 0.25, APO : 543203.00
RUN #: 1850, SAMPLE #: 119, EFPA: -11.52, SIGMA: 1.25, LD: 0.24, APO : 505028.03
RUN #: 1851, SAMPLE #: 110, EFPA: -11.57, SIGMA: 0.39, LD: 0.24, APO : 526005.02
RUN #: 1852, SAMPLE #: 84, EFPA: -11.78, SIGMA: -2.94, LD: 0.23, APO : 608565.18
RUN #: 1853, SAMPLE #: 124, EFPA: -11.78, SIGMA: 0.35, LD: 0.25, APO : 536905.96
RUN #: 1854, SAMPLE #: 142, EFPA: -11.70, SIGMA: -0.70, LD: 0.25, APO : 524593.77
RUN #: 1855, SAMPLE #: 150, EFPA: -11.59, SIGMA: -0.79, LD: 0.24, APO : 499835.51
RUN #: 1856, SAMPLE #: 192, EFPA: -11.71, SIGMA: -0.18, LD: 0.24, APO : 540436.01
RUN #: 1857, SAMPLE #: 147, EFPA: -11.72, SIGMA: -0.49, LD: 0.23, APO : 513851.82
RUN #: 1858, SAMPLE #: 165, EFPA: -11.59, SIGMA: -1.12, LD: 0.23, APO : 528730.11
RUN #: 1859, SAMPLE #: 165, EFPA: -11.78, SIGMA: 1.46, LD: 0.23, APO : 551425.76
RUN #: 1860, SAMPLE #: 42, EFPA: -11.57, SIGMA: 0.28, LD: 0.25, APO : 509304.35
RUN #: 1861, SAMPLE #: 72, EFPA: -11.68, SIGMA: -0.77, LD: 0.26, APO : 489107.10
RUN #: 1862, SAMPLE #: 89, EFPA: -11.68, SIGMA: -1.55, LD: 0.27, APO : 516851.36
RUN #: 1863, SAMPLE #: 112, EFPA: -11.80, SIGMA: -1.55, LD: 0.25, APO : 538625.46
RUN #: 1864, SAMPLE #: 129, EFPA: -11.64, SIGMA: 0.44, LD: 0.23, APO : 521493.00
RUN #: 1865, SAMPLE #: 34, EFPA: -11.78, SIGMA: 0.87, LD: 0.24, APO : 502432.17
RUN #: 1866, SAMPLE #: 89, EFPA: -11.57, SIGMA: 0.15, LD: 0.24, APO : 521637.68
RUN #: 1867, SAMPLE #: 102, EFPA: -11.74, SIGMA: 0.64, LD: 0.25, APO : 553771.69
RUN #: 1868, SAMPLE #: 19, EFPA: -11.69, SIGMA: -1.14, LD: 0.26, APO : 527399.56
RUN #: 1869, SAMPLE #: 106, EFPA: -11.65, SIGMA: 1.33, LD: 0.23, APO : 513706.77
RUN #: 1870, SAMPLE #: 28, EFPA: -11.91, SIGMA: 0.44, LD: 0.24, APO : 502047.14
RUN #: 1871, SAMPLE #: 111, EFPA: -11.72, SIGMA: 2.37, LD: 0.23, APO : 546709.34
RUN #: 1872, SAMPLE #: 124, EFPA: -11.66, SIGMA: 2.67, LD: 0.26, APO : 561574.87
RUN #: 1873, SAMPLE #: 29, EFPA: -11.76, SIGMA: -1.04, LD: 0.23, APO : 553715.16
RUN #: 1874, SAMPLE #: 155, EFPA: -11.87, SIGMA: -0.72, LD: 0.22, APO : 601092.31
RUN #: 1875, SAMPLE #: 136, EFPA: -11.70, SIGMA: -0.40, LD: 0.24, APO : 495930.73
RUN #: 1876, SAMPLE #: 162, EFPA: -11.64, SIGMA: 0.68, LD: 0.23, APO : 525965.70
RUN #: 1877, SAMPLE #: 184, EFPA: -11.64, SIGMA: -0.84, LD: 0.23, APO : 495871.89
RUN #: 1878, SAMPLE #: 54, EFPA: -11.84, SIGMA: 0.45, LD: 0.26, APO : 516270.36
RUN #: 1879, SAMPLE #: 56, EFPA: -11.59, SIGMA: -1.03, LD: 0.26, APO : 479067.66
RUN #: 1880, SAMPLE #: 143, EFPA: -11.71, SIGMA: -1.20, LD: 0.26, APO : 542877.92
RUN #: 1881, SAMPLE #: 134, EFPA: -11.51, SIGMA: 0.49, LD: 0.25, APO : 529924.74
RUN #: 1882, SAMPLE #: 184, EFPA: -11.83, SIGMA: 1.36, LD: 0.27, APO : 574082.56
RUN #: 1883, SAMPLE #: 160, EFPA: -11.81, SIGMA: 1.16, LD: 0.23, APO : 524492.34
RUN #: 1884, SAMPLE #: 159, EFPA: -11.85, SIGMA: 0.75, LD: 0.23, APO : 556975.97
RUN #: 1885, SAMPLE #: 93, EFPA: -11.80, SIGMA: -1.50, LD: 0.25, APO : 560562.25
RUN #: 1886, SAMPLE #: 114, EFPA: -11.58, SIGMA: 0.21, LD: 0.24, APO : 556021.12
RUN #: 1887, SAMPLE #: 18, EFPA: -11.71, SIGMA: 1.48, LD: 0.25, APO : 513522.02
RUN #: 1888, SAMPLE #: 189, EFPA: -11.75, SIGMA: 1.94, LD: 0.26, APO : 553474.28
RUN #: 1889, SAMPLE #: 85, EFPA: -11.84, SIGMA: 0.70, LD: 0.24, APO : 524365.16
RUN #: 1890, SAMPLE #: 94, EFPA: -11.62, SIGMA: -0.13, LD: 0.24, APO : 489825.73
RUN #: 1891, SAMPLE #: 119, EFPA: -11.87, SIGMA: 0.39, LD: 0.26, APO : 510397.88
RUN #: 1892, SAMPLE #: 197, EFPA: -11.69, SIGMA: -0.16, LD: 0.25, APO : 573227.91
RUN #: 1893, SAMPLE #: 136, EFPA: -11.85, SIGMA: 1.00, LD: 0.24, APO : 549784.30
RUN #: 1894, SAMPLE #: 59, EFPA: -11.56, SIGMA: -0.22, LD: 0.25, APO : 522297.68
RUN #: 1895, SAMPLE #: 158, EFPA: -11.66, SIGMA: 0.56, LD: 0.25, APO : 552032.56
RUN #: 1896, SAMPLE #: 109, EFPA: -11.96, SIGMA: -0.34, LD: 0.24, APO : 572624.71
RUN #: 1897, SAMPLE #: 66, EFPA: -11.82, SIGMA: 0.81, LD: 0.23, APO : 483372.34
RUN #: 1898, SAMPLE #: 13, EFPA: -11.64, SIGMA: -0.18, LD: 0.24, APO : 527485.22
RUN #: 1899, SAMPLE #: 126, EFPA: -11.70, SIGMA: 0.60, LD: 0.24, APO : 482380.70
RUN #: 1900, SAMPLE #: 139, EFPA: -11.68, SIGMA: 0.12, LD: 0.23, APO : 531299.71
RUN #: 1901, SAMPLE #: 18, EFPA: -11.65, SIGMA: 0.11, LD: 0.24, APO : 571005.65
RUN #: 1902, SAMPLE #: 188, EFPA: -11.77, SIGMA: 1.02, LD: 0.25, APO : 526808.72
RUN #: 1903, SAMPLE #: 24, EFPA: -11.65, SIGMA: -0.82, LD: 0.23, APO : 492551.01
RUN #: 1904, SAMPLE #: 184, EFPA: -11.58, SIGMA: 1.01, LD: 0.24, APO : 511064.86
RUN #: 1905, SAMPLE #: 172, EFPA: -11.61, SIGMA: -0.40, LD: 0.23, APO : 494218.97
RUN #: 1906, SAMPLE #: 101, EFPA: -11.63, SIGMA: -1.91, LD: 0.24, APO : 526111.06
RUN #: 1907, SAMPLE #: 9, EFPA: -11.62, SIGMA: -0.25, LD: 0.23, APO : 491130.43
RUN #: 1908, SAMPLE #: 8, EFPA: -11.80, SIGMA: -1.42, LD: 0.22, APO : 488688.66
RUN #: 1909, SAMPLE #: 32, EFPA: -11.62, SIGMA: -0.53, LD: 0.25, APO : 507840.37
RUN #: 1910, SAMPLE #: 118, EFPA: -11.59, SIGMA: -1.41, LD: 0.24, APO : 549784.60
RUN #: 1911, SAMPLE #: 40, EFPA: -11.65, SIGMA: 0.00, LD: 0.22, APO : 506477.12
RUN #: 1912, SAMPLE #: 20, EFPA: -11.65, SIGMA: -0.78, LD: 0.24, APO : 523562.25
RUN #: 1913, SAMPLE #: 173, EFPA: -11.77, SIGMA: -0.19, LD: 0.24, APO : 535725.55
RUN #: 1914, SAMPLE #: 25, EFPA: -11.56, SIGMA: -1.53, LD: 0.22, APO : 574209.50
RUN #: 1915, SAMPLE #: 164, EFPA: -11.63, SIGMA: -0.40, LD: 0.25, APO : 515173.78
RUN #: 1916, SAMPLE #: 35, EFPA: -11.64, SIGMA: -0.01, LD: 0.24, APO : 513775.12
RUN #: 1917, SAMPLE #: 117, EFPA: -11.67, SIGMA: 0.21, LD: 0.23, APO : 545354.71
RUN #: 1918, SAMPLE #: 33, EFPA: -11.86, SIGMA: -0.79, LD: 0.24, APO : 540475.47
RUN #: 1919, SAMPLE #: 141, EFPA: -11.54, SIGMA: -1.28, LD: 0.23, APO : 561655.06
RUN #: 1920, SAMPLE #: 189, EFPA: -11.75, SIGMA: 0.47, LD: 0.25, APO : 598770.00
RUN #: 1921, SAMPLE #: 129, EFPA: -11.55, SIGMA: -1.35, LD: 0.23, APO : 545165.08
RUN #: 1922, SAMPLE #: 53, EFPA: -11.70, SIGMA: 0.75, LD: 0.24, APO : 536591.06
RUN #: 1923, SAMPLE #: 178, EFPA: -11.81, SIGMA: -0.97, LD: 0.27, APO : 552483.84
